GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_white,free_black,total_slave,total_indian,total_halfbreed,total_asian
G3701330,1860,North Carolina,370,Onslow,ONSLOW,Onslow,5195,162,3499,0,,
G3701350,1860,North Carolina,370,Orange,ORANGE,Orange,11311,528,5108,0,,
G3701390,1860,North Carolina,370,Pasquotank,PASQUOTANK,Pasquotank,4450,1507,2983,0,,
G3701430,1860,North Carolina,370,Perquimans,PERQUIMANS,Perquimans,3285,395,3558,0,,
G3701450,1860,North Carolina,370,Person,PERSON,Person,5708,318,5195,0,,
G3701470,1860,North Carolina,370,Pitt,PITT,Pitt,7480,127,8473,0,,
G3701490,1860,North Carolina,370,Polk,POLK,Polk,3312,106,620,5,,
G3701510,1860,North Carolina,370,Randolph,RANDOLPH,Randolph,14716,432,1645,0,,
G3701530,1860,North Carolina,370,Richmond,RICHMOND,Richmond,5211,345,5453,0,,
G3701550,1860,North Carolina,370,Robeson,ROBESON,Robeson,8572,1462,5455,0,,
G3701570,1860,North Carolina,370,Rockingham,ROCKINGHAM,Rockingham,10019,409,6318,0,,
G3701590,1860,North Carolina,370,Rowan,ROWAN,Rowan,10523,136,3930,0,,
G3701610,1860,North Carolina,370,Rutherford,RUTHERFORD,Rutherford,9059,123,2391,0,,
G3701630,1860,North Carolina,370,Sampson,SAMPSON,Sampson,9108,488,7028,0,,
G3701670,1860,North Carolina,370,Stanly,STANLY,Stanly,6587,45,1169,0,,
G3701690,1860,North Carolina,370,Stokes,STOKES,Stokes,7847,86,2469,0,,
G3701710,1860,North Carolina,370,Surry,SURRY,Surry,8950,184,1246,0,,
G3701770,1860,North Carolina,370,Tyrrell,TYRRELL,Tyrrell,3204,143,1597,0,,
G3701790,1860,North Carolina,370,Union,UNION,Union,8903,53,2246,0,,
G3701830,1860,North Carolina,370,Wake,WAKE,Wake,16448,1446,10733,0,,
G3701850,1860,North Carolina,370,Warren,WARREN,Warren,4923,402,10401,0,,
G3701870,1860,North Carolina,370,Washington,WASHINGTON,Washington,3593,299,2465,0,,
G3701890,1860,North Carolina,370,Watauga,WATAUGA,Watauga,4772,81,104,0,,
G3701910,1860,North Carolina,370,Wayne,WAYNE,Wayne,8717,737,5451,0,,
G3701930,1860,North Carolina,370,Wilkes,WILKES,Wilkes,13280,261,1208,0,,
G3701950,1860,North Carolina,370,Wilson,WILSON,Wilson,5943,281,3496,0,,
G3701970,1860,North Carolina,370,Yadkin,YADKIN,Yadkin,9106,172,1436,0,,
G3701990,1860,North Carolina,370,Yancey,YANCEY,Yancey,8226,67,362,0,,
G3900010,1860,Ohio,390,Adams,ADAMS,Adams,20204,105,0,0,,
G3900030,1860,Ohio,390,Allen,ALLEN,Allen,19115,70,0,0,,
G3900050,1860,Ohio,390,Ashland,ASHLAND,Ashland,22935,16,0,0,,
G3900070,1860,Ohio,390,Ashtabula,ASHTABULA,Ashtabula,31789,25,0,0,,
G3900090,1860,Ohio,390,Athens,ATHENS,Athens,20976,386,0,2,,
G3900110,1860,Ohio,390,Auglaize,AUGLAIZE,Auglaize,17123,64,0,0,,
G3900130,1860,Ohio,390,Belmont,BELMONT,Belmont,35401,997,0,0,,
G3900150,1860,Ohio,390,Brown,BROWN,Brown,28842,1116,0,0,,
G3900170,1860,Ohio,390,Butler,BUTLER,Butler,35111,729,0,0,,
G3900190,1860,Ohio,390,Carroll,CARROLL,Carroll,15697,41,0,0,,
G3900210,1860,Ohio,390,Champaign,CHAMPAIGN,Champaign,21910,788,0,0,,
G3900230,1860,Ohio,390,Clark,CLARK,Clark,24808,492,0,0,,
G3900250,1860,Ohio,390,Clermont,CLERMONT,Clermont,32201,833,0,0,,
G3900270,1860,Ohio,390,Clinton,CLINTON,Clinton,20638,823,0,0,,
G3900290,1860,Ohio,390,Columbiana,COLUMBIANA,Columbiana,32556,280,0,0,,
G3900310,1860,Ohio,390,Coshocton,COSHOCTON,Coshocton,25008,24,0,0,,
G3900330,1860,Ohio,390,Crawford,CRAWFORD,Crawford,23841,40,0,0,,
G3900350,1860,Ohio,390,Cuyahoga,CUYAHOGA,Cuyahoga,77139,894,0,0,,
G3900370,1860,Ohio,390,Darke,DARKE,Darke,25528,481,0,0,,
G3900390,1860,Ohio,390,Defiance,DEFIANCE,Defiance,11808,78,0,0,,
G3900410,1860,Ohio,390,Delaware,DELAWARE,Delaware,23771,131,0,0,,
G3900430,1860,Ohio,390,Erie,ERIE,Erie,24325,149,0,0,,
G3900450,1860,Ohio,390,Fairfield,FAIRFIELD,Fairfield,30281,257,0,0,,
G3900470,1860,Ohio,390,Fayette,FAYETTE,Fayette,15246,689,0,0,,
G3900490,1860,Ohio,390,Franklin,FRANKLIN,Franklin,48783,1578,0,0,,
G3900510,1860,Ohio,390,Fulton,FULTON,Fulton,14034,1,0,8,,
G3900530,1860,Ohio,390,Gallia,GALLIA,Gallia,20453,1590,0,0,,
G3900550,1860,Ohio,390,Geauga,GEAUGA,Geauga,15810,7,0,0,,
G3900570,1860,Ohio,390,Greene,GREENE,Greene,24722,1475,0,0,,
G3900590,1860,Ohio,390,Guernsey,GUERNSEY,Guernsey,24197,277,0,0,,
G3900610,1860,Ohio,390,Hamilton,HAMILTON,Hamilton,211802,4608,0,0,,
G3900630,1860,Ohio,390,Hancock,HANCOCK,Hancock,22836,50,0,0,,
G3900650,1860,Ohio,390,Hardin,HARDIN,Hardin,13460,110,0,0,,
G3900670,1860,Ohio,390,Harrison,HARRISON,Harrison,18953,157,0,0,,
G3900690,1860,Ohio,390,Henry,HENRY,Henry,8900,1,0,0,,
G3900710,1860,Ohio,390,Highland,HIGHLAND,Highland,26815,958,0,0,,
G3900730,1860,Ohio,390,Hocking,HOCKING,Hocking,16838,219,0,0,,
G3900750,1860,Ohio,390,Holmes,HOLMES,Holmes,20584,5,0,0,,
G3900770,1860,Ohio,390,Huron,HURON,Huron,29537,79,0,0,,
G3900790,1860,Ohio,390,Jackson,JACKSON,Jackson,17245,696,0,0,,
G3900810,1860,Ohio,390,Jefferson,JEFFERSON,Jefferson,25408,707,0,0,,
G3900830,1860,Ohio,390,Knox,KNOX,Knox,27676,59,0,0,,
G3900850,1860,Ohio,390,Lake,LAKE,Lake,15540,36,0,0,,
G3900870,1860,Ohio,390,Lawrence,LAWRENCE,Lawrence,22564,685,0,0,,
G3900890,1860,Ohio,390,Licking,LICKING,Licking,36868,143,0,0,,
G3900910,1860,Ohio,390,Logan,LOGAN,Logan,20341,655,0,0,,
G3900930,1860,Ohio,390,Lorain,LORAIN,Lorain,29195,549,0,0,,
G3900950,1860,Ohio,390,Lucas,LUCAS,Lucas,25553,278,0,0,,
G3900970,1860,Ohio,390,Madison,MADISON,Madison,12739,276,0,0,,
G3900990,1860,Ohio,390,Mahoning,MAHONING,Mahoning,25832,61,0,1,,
G3901010,1860,Ohio,390,Marion,MARION,Marion,15444,46,0,0,,
G3901030,1860,Ohio,390,Medina,MEDINA,Medina,22479,38,0,0,,
G3901050,1860,Ohio,390,Meigs,MEIGS,Meigs,26243,291,0,0,,
G3901070,1860,Ohio,390,Mercer,MERCER,Mercer,13498,606,0,0,,
G3901090,1860,Ohio,390,Miami,MIAMI,Miami,29157,800,0,2,,
G3901110,1860,Ohio,390,Monroe,MONROE,Monroe,25657,84,0,0,,
G3901130,1860,Ohio,390,Montgomery,MONTGOMERY,Montgomery,51834,395,0,1,,
G3901150,1860,Ohio,390,Morgan,MORGAN,Morgan,21976,143,0,0,,
G3901170,1860,Ohio,390,Morrow,MORROW,Morrow,20356,89,0,0,,
G3901190,1860,Ohio,390,Muskingum,MUSKINGUM,Muskingum,43326,1090,0,0,,
G3901210,1860,Ohio,390,Noble,NOBLE,Noble,20729,22,0,0,,
G3901230,1860,Ohio,390,Ottawa,OTTAWA,Ottawa,7016,0,0,0,,
G3901250,1860,Ohio,390,Paulding,PAULDING,Paulding,4811,134,0,0,,
G3901270,1860,Ohio,390,Perry,PERRY,Perry,19629,49,0,0,,
G3901290,1860,Ohio,390,Pickaway,PICKAWAY,Pickaway,22530,939,0,0,,
G3901310,1860,Ohio,390,Pike,PIKE,Pike,12801,842,0,0,,
G3901330,1860,Ohio,390,Portage,PORTAGE,Portage,24132,76,0,0,,
G3901350,1860,Ohio,390,Preble,PREBLE,Preble,21696,124,0,0,,
G3901370,1860,Ohio,390,Putnam,PUTNAM,Putnam,12802,6,0,0,,
G3901390,1860,Ohio,390,Richland,RICHLAND,Richland,31140,18,0,0,,
G3901410,1860,Ohio,390,Ross,ROSS,Ross,32290,2781,0,0,,
G3901430,1860,Ohio,390,Sandusky,SANDUSKY,Sandusky,21374,55,0,0,,
G3901450,1860,Ohio,390,Scioto,SCIOTO,Scioto,23974,323,0,0,,
G3901470,1860,Ohio,390,Seneca,SENECA,Seneca,30744,123,0,1,,
G3901490,1860,Ohio,390,Shelby,SHELBY,Shelby,16913,580,0,0,,
G3901510,1860,Ohio,390,Stark,STARK,Stark,42806,172,0,0,,
G3901530,1860,Ohio,390,Summit,SUMMIT,Summit,27251,88,0,5,,
G3901550,1860,Ohio,390,Trumbull,TRUMBULL,Trumbull,30576,80,0,0,,
G3901570,1860,Ohio,390,Tuscarawas,TUSCARAWAS,Tuscarawas,32393,70,0,0,,
G3901590,1860,Ohio,390,Union,UNION,Union,16284,223,0,0,,
G3901610,1860,Ohio,390,Van Wert,VAN WERT,Van Wert,10170,68,0,0,,
G3901630,1860,Ohio,390,Vinton,VINTON,Vinton,13478,153,0,0,,
G3901650,1860,Ohio,390,Warren,WARREN,Warren,26219,676,0,7,,
G3901670,1860,Ohio,390,Washington,WASHINGTON,Washington,35620,648,0,0,,
G3901690,1860,Ohio,390,Wayne,WAYNE,Wayne,32456,27,0,0,,
G3901710,1860,Ohio,390,Williams,WILLIAMS,Williams,16632,1,0,0,,
G3901730,1860,Ohio,390,Wood,WOOD,Wood,17883,3,0,0,,
G3901750,1860,Ohio,390,Wyandot,WYANDOT,Wyandot,15551,42,0,3,,
G4100030,1860,Oregon,410,Benton,BENTON,Benton,3059,10,0,5,,
G4100050,1860,Oregon,410,Clackamas,CLACKAMAS,Clackamas,3464,1,0,1,,
G4100070,1860,Oregon,410,Clatsop,CLATSOP,Clatsop,496,2,0,0,,
G4100090,1860,Oregon,410,Columbia,COLUMBIA,Columbia,532,0,0,0,,
G4100110,1860,Oregon,410,Coos,COOS,Coos,421,0,0,24,,
G4100150,1860,Oregon,410,Curry,CURRY,Curry,376,0,0,17,,
G4100190,1860,Oregon,410,Douglas,DOUGLAS,Douglas,3167,9,0,27,,
G4100290,1860,Oregon,410,Jackson,JACKSON,Jackson,3689,42,0,5,,
G4100330,1860,Oregon,410,Josephine,JOSEPHINE,Josephine,1609,4,0,10,,
G4100390,1860,Oregon,410,Lane,LANE,Lane,4779,1,0,0,,
G4100430,1860,Oregon,410,Linn,LINN,Linn,6763,7,0,2,,
G4100470,1860,Oregon,410,Marion,MARION,Marion,7022,20,0,46,,
G4100510,1860,Oregon,410,Multnomah,MULTNOMAH,Multnomah,4126,17,0,7,,
G4100530,1860,Oregon,410,Polk,POLK,Polk,3623,2,0,0,,
G4100570,1860,Oregon,410,Tillamook,TILLAMOOK,Tillamook,95,0,0,0,,
G4100595,1860,Oregon,410,Umpqua,UMPQUA,Umpqua,1242,3,0,5,,
G4100650,1860,Oregon,410,Wasco,WASCO,Wasco,1673,9,0,7,,
G4100670,1860,Oregon,410,Washington,WASHINGTON,Washington,2780,0,0,21,,
G4100710,1860,Oregon,410,Yamhill,YAMHILL,Yamhill,3244,1,0,0,,
G4200010,1860,Pennsylvania,420,Adams,ADAMS,Adams,27532,474,0,0,,
G4200030,1860,Pennsylvania,420,Allegheny,ALLEGHENY,Allegheny,176102,2725,0,4,,
G4200050,1860,Pennsylvania,420,Armstrong,ARMSTRONG,Armstrong,35619,178,0,0,,
G4200070,1860,Pennsylvania,420,Beaver,BEAVER,Beaver,28866,274,0,0,,
G4200090,1860,Pennsylvania,420,Bedford,BEDFORD,Bedford,26242,494,0,0,,
G4200110,1860,Pennsylvania,420,Berks,BERKS,Berks,93321,497,0,0,,
G4200130,1860,Pennsylvania,420,Blair,BLAIR,Blair,27546,283,0,0,,
G4200150,1860,Pennsylvania,420,Bradford,BRADFORD,Bradford,48531,203,0,0,,
G4200170,1860,Pennsylvania,420,Bucks,BUCKS,Bucks,61959,1618,0,1,,
G4200190,1860,Pennsylvania,420,Butler,BUTLER,Butler,35538,56,0,0,,
G4200210,1860,Pennsylvania,420,Cambria,CAMBRIA,Cambria,29040,115,0,0,,
G4200250,1860,Pennsylvania,420,Carbon,CARBON,Carbon,21024,9,0,0,,
G4200270,1860,Pennsylvania,420,Centre,CENTRE,Centre,26739,261,0,0,,
G4200290,1860,Pennsylvania,420,Chester,CHESTER,Chester,68671,5907,0,0,,
G4200310,1860,Pennsylvania,420,Clarion,CLARION,Clarion,24925,63,0,0,,
G4200330,1860,Pennsylvania,420,Clearfield,CLEARFIELD,Clearfield,18678,81,0,0,,
G4200350,1860,Pennsylvania,420,Clinton,CLINTON,Clinton,17586,137,0,0,,
G4200370,1860,Pennsylvania,420,Columbia,COLUMBIA,Columbia,24962,103,0,0,,
G4200390,1860,Pennsylvania,420,Crawford,CRAWFORD,Crawford,48573,182,0,0,,
G4200410,1860,Pennsylvania,420,Cumberland,CUMBERLAND,Cumberland,38758,1340,0,0,,
G4200430,1860,Pennsylvania,420,Dauphin,DAUPHIN,Dauphin,45047,1709,0,0,,
G4200450,1860,Pennsylvania,420,Delaware,DELAWARE,Delaware,28948,1649,0,0,,
G4200470,1860,Pennsylvania,420,Elk,ELK,Elk,5904,11,0,0,,
G4200490,1860,Pennsylvania,420,Erie,ERIE,Erie,49251,181,0,0,,
G4200510,1860,Pennsylvania,420,Fayette,FAYETTE,Fayette,38360,1549,0,0,,
G4200530,1860,Pennsylvania,420,Forest,FOREST,Forest,898,0,0,0,,
G4200550,1860,Pennsylvania,420,Franklin,FRANKLIN,Franklin,40327,1799,0,0,,
G4200570,1860,Pennsylvania,420,Fulton,FULTON,Fulton,9030,101,0,0,,
G4200590,1860,Pennsylvania,420,Greene,GREENE,Greene,23816,526,0,1,,
G4200610,1860,Pennsylvania,420,Huntingdon,HUNTINGDON,Huntingdon,27810,290,0,0,,
G4200630,1860,Pennsylvania,420,Indiana,INDIANA,Indiana,33501,186,0,0,,
G4200650,1860,Pennsylvania,420,Jefferson,JEFFERSON,Jefferson,18189,81,0,0,,
G4200670,1860,Pennsylvania,420,Juniata,JUNIATA,Juniata,16725,261,0,0,,
G4200710,1860,Pennsylvania,420,Lancaster,LANCASTER,Lancaster,112854,3459,0,1,,
G4200730,1860,Pennsylvania,420,Lawrence,LAWRENCE,Lawrence,22897,102,0,0,,
G4200750,1860,Pennsylvania,420,Lebanon,LEBANON,Lebanon,31748,83,0,0,,
G4200770,1860,Pennsylvania,420,Lehigh,LEHIGH,Lehigh,43696,57,0,0,,
G4200790,1860,Pennsylvania,420,Luzerne,LUZERNE,Luzerne,89794,450,0,0,,
G4200810,1860,Pennsylvania,420,Lycoming,LYCOMING,Lycoming,37000,399,0,0,,
G4200830,1860,Pennsylvania,420,McKean,MCKEAN,Mckean,8859,0,0,0,,
G4200850,1860,Pennsylvania,420,Mercer,MERCER,Mercer,36575,281,0,0,,
G4200870,1860,Pennsylvania,420,Mifflin,MIFFLIN,Mifflin,15925,415,0,0,,
G4200890,1860,Pennsylvania,420,Monroe,MONROE,Monroe,16631,127,0,0,,
G4200910,1860,Pennsylvania,420,Montgomery,MONTGOMERY,Montgomery,69596,904,0,0,,
G4200930,1860,Pennsylvania,420,Montour,MONTOUR,Montour,12939,114,0,0,,
G4200950,1860,Pennsylvania,420,Northampton,NORTHAMPTON,Northampton,47763,141,0,0,,
G4200970,1860,Pennsylvania,420,Northumberland,NORTHUMBERLAND,Northumberland,28807,115,0,0,,
G4200990,1860,Pennsylvania,420,Perry,PERRY,Perry,22674,119,0,0,,
G4201010,1860,Pennsylvania,420,Philadelphia,PHILADELPHIA,Philadelphia,543344,22185,0,0,,
G4201030,1860,Pennsylvania,420,Pike,PIKE,Pike,7018,137,0,0,,
G4201050,1860,Pennsylvania,420,Potter,POTTER,Potter,11455,15,0,0,,
G4201070,1860,Pennsylvania,420,Schuylkill,SCHUYLKILL,Schuylkill,89153,357,0,0,,
G4201090,1860,Pennsylvania,420,Snyder,SNYDER,Snyder,15000,35,0,0,,
G4201110,1860,Pennsylvania,420,Somerset,SOMERSET,Somerset,26731,47,0,0,,
G4201130,1860,Pennsylvania,420,Sullivan,SULLIVAN,Sullivan,5628,9,0,0,,
G4201150,1860,Pennsylvania,420,Susquehanna,SUSQUEHANNA,Susquehanna,36058,209,0,0,,
G4201170,1860,Pennsylvania,420,Tioga,TIOGA,Tioga,30942,102,0,0,,
G4201190,1860,Pennsylvania,420,Union,UNION,Union,14090,55,0,0,,
G4201210,1860,Pennsylvania,420,Venango,VENANGO,Venango,24974,69,0,0,,
G4201230,1860,Pennsylvania,420,Warren,WARREN,Warren,19139,51,0,0,,
G4201250,1860,Pennsylvania,420,Washington,WASHINGTON,Washington,45079,1726,0,0,,
G4201270,1860,Pennsylvania,420,Wayne,WAYNE,Wayne,32199,40,0,0,,
G4201290,1860,Pennsylvania,420,Westmoreland,WESTMORELAND,Westmoreland,53304,432,0,0,,
G4201310,1860,Pennsylvania,420,Wyoming,WYOMING,Wyoming,12535,5,0,0,,
G4201330,1860,Pennsylvania,420,York,YORK,York,66834,1366,0,0,,
G4400010,1860,Rhode Island,440,Bristol,BRISTOL,Bristol,8599,308,0,0,,
G4400030,1860,Rhode Island,440,Kent,KENT,Kent,17038,259,0,6,,
G4400050,1860,Rhode Island,440,Newport,NEWPORT,Newport,21074,822,0,0,,
G4400070,1860,Rhode Island,440,Providence,PROVIDENCE,Providence,105821,1977,0,1,,
G4400090,1860,Rhode Island,440,Washington,WASHINGTON,Washington,18117,586,0,12,,
G4500010,1860,South Carolina,450,Abbeville,ABBEVILLE,Abbeville,11516,367,20502,0,,
G4500070,1860,South Carolina,450,Anderson,ANDERSON,Anderson,14286,162,8425,0,,
G4500110,1860,South Carolina,450,Barnwell,BARNWELL,Barnwell,12702,640,17401,0,,
G4500130,1860,South Carolina,450,Beaufort,BEAUFORT,Beaufort,6714,809,32530,0,,
G4500190,1860,South Carolina,450,Charleston,CHARLESTON,Charleston,29136,3622,37290,52,,
G4500230,1860,South Carolina,450,Chester,CHESTER,Chester,7096,156,10868,2,,
G4500250,1860,South Carolina,450,Chesterfield,CHESTERFIELD,Chesterfield,7354,132,4348,0,,
G4500270,1860,South Carolina,450,Clarendon,CLARENDON,Clarendon,4378,151,8566,0,,
G4500290,1860,South Carolina,450,Colleton,COLLETON,Colleton,9255,354,32307,0,,
G4500310,1860,South Carolina,450,Darlington,DARLINGTON,Darlington,8421,52,11877,11,,
G4500370,1860,South Carolina,450,Edgefield,EDGEFIELD,Edgefield,15653,173,24060,1,,
G4500390,1860,South Carolina,450,Fairfield,FAIRFIELD,Fairfield,6373,204,15534,0,,
G4500430,1860,South Carolina,450,Georgetown,GEORGETOWN,Georgetown,3013,183,18109,0,,
G4500450,1860,South Carolina,450,Greenville,GREENVILLE,Greenville,14631,212,7049,0,,
G4500510,1860,South Carolina,450,Horry,HORRY,Horry,5564,39,2359,0,,
G4500550,1860,South Carolina,450,Kershaw,KERSHAW,Kershaw,5026,197,7841,22,,
G4500570,1860,South Carolina,450,Lancaster,LANCASTER,Lancaster,6054,93,5650,0,,
G4500590,1860,South Carolina,450,Laurens,LAURENS,Laurens,10529,129,13200,0,,
G4500630,1860,South Carolina,450,Lexington,LEXINGTON,Lexington,9333,44,6202,0,,
G4500670,1860,South Carolina,450,Marion,MARION,Marion,11007,232,9951,0,,
G4500690,1860,South Carolina,450,Marlboro,MARLBORO,Marlboro,5373,168,6893,0,,
G4500710,1860,South Carolina,450,Newberry,NEWBERRY,Newberry,7000,184,13695,0,,
G4500750,1860,South Carolina,450,Orangeburg,ORANGEBURG,Orangeburg,8108,205,16583,0,,
G4500770,1860,South Carolina,450,Pickens,PICKENS,Pickens,15335,109,4195,0,,
G4500790,1860,South Carolina,450,Richland,RICHLAND,Richland,6863,439,11005,0,,
G4500830,1860,South Carolina,450,Spartanburg,SPARTANBURG,Spartanburg,18537,142,8240,0,,
G4500850,1860,South Carolina,450,Sumter,SUMTER,Sumter,6857,320,16682,0,,
G4500870,1860,South Carolina,450,Union,UNION,Union,8670,164,10801,0,,
G4500890,1860,South Carolina,450,Williamsburg,WILLIAMSBURG,Williamsburg,5187,43,10259,0,,
G4500910,1860,South Carolina,450,York,YORK,York,11329,189,9984,0,,
G4700010,1860,Tennessee,470,Anderson,ANDERSON,Anderson,6477,8,583,0,,
G4700030,1860,Tennessee,470,Bedford,BEDFORD,Bedford,14788,52,6744,0,,
G4700050,1860,Tennessee,470,Benton,BENTON,Benton,7918,11,534,0,,
G4700070,1860,Tennessee,470,Bledsoe,BLEDSOE,Bledsoe,3643,127,689,0,,
G4700090,1860,Tennessee,470,Blount,BLOUNT,Blount,11711,196,1363,0,,
G4700110,1860,Tennessee,470,Bradley,BRADLEY,Bradley,10470,58,1173,0,,
G4700130,1860,Tennessee,470,Campbell,CAMPBELL,Campbell,6281,65,366,0,,
G4700150,1860,Tennessee,470,Cannon,CANNON,Cannon,8530,5,974,0,,
G4700170,1860,Tennessee,470,Carroll,CARROLL,Carroll,13339,34,4064,0,,
G4700190,1860,Tennessee,470,Carter,CARTER,Carter,6727,22,374,1,,
G4700210,1860,Tennessee,470,Cheatham,CHEATHAM,Cheatham,5376,0,1882,0,,
G4700250,1860,Tennessee,470,Claiborne,CLAIBORNE,Claiborne,8724,176,743,0,,
G4700290,1860,Tennessee,470,Cocke,COCKE,Cocke,9482,77,849,0,,
G4700310,1860,Tennessee,470,Coffee,COFFEE,Coffee,8150,10,1529,0,,
G4700350,1860,Tennessee,470,Cumberland,CUMBERLAND,Cumberland,3321,18,121,0,,
G4700370,1860,Tennessee,470,Davidson,DAVIDSON,Davidson,31056,1209,14790,0,,
G4700390,1860,Tennessee,470,Decatur,DECATUR,Decatur,5477,15,784,0,,
G4700410,1860,Tennessee,470,DeKalb,DEKALB,De Kalb,9533,15,1025,0,,
G4700430,1860,Tennessee,470,Dickson,DICKSON,Dickson,7774,7,2201,0,,
G4700450,1860,Tennessee,470,Dyer,DYER,Dyer,7889,6,2641,0,,
G4700470,1860,Tennessee,470,Fayette,FAYETTE,Fayette,8826,28,15473,0,,
G4700490,1860,Tennessee,470,Fentress,FENTRESS,Fentress,4865,2,187,0,,
G4700510,1860,Tennessee,470,Franklin,FRANKLIN,Franklin,10249,48,3551,0,,
G4700530,1860,Tennessee,470,Gibson,GIBSON,Gibson,15545,91,6141,0,,
G4700550,1860,Tennessee,470,Giles,GILES,Giles,15295,23,10848,0,,
G4700570,1860,Tennessee,470,Grainger,GRAINGER,Grainger,9727,170,1065,0,,
G4700590,1860,Tennessee,470,Greene,GREENE,Greene,17485,222,1297,0,,
G4700610,1860,Tennessee,470,Grundy,GRUNDY,Grundy,2813,14,266,0,,
G4700650,1860,Tennessee,470,Hamilton,HAMILTON,Hamilton,11641,192,1419,6,,
G4700670,1860,Tennessee,470,Hancock,HANCOCK,Hancock,6706,68,246,0,,
G4700690,1860,Tennessee,470,Hardeman,HARDEMAN,Hardeman,10505,28,7236,0,,
G4700710,1860,Tennessee,470,Hardin,HARDIN,Hardin,9554,37,1623,0,,
G4700730,1860,Tennessee,470,Hawkins,HAWKINS,Hawkins,14032,194,1925,11,,
G4700750,1860,Tennessee,470,Haywood,HAYWOOD,Haywood,8165,41,11026,0,,
G4700770,1860,Tennessee,470,Henderson,HENDERSON,Henderson,11189,19,3283,0,,
G4700790,1860,Tennessee,470,Henry,HENRY,Henry,13592,11,5530,0,,
G4700810,1860,Tennessee,470,Hickman,HICKMAN,Hickman,7532,27,1753,0,,
G4700850,1860,Tennessee,470,Humphreys,HUMPHREYS,Humphreys,7619,14,1463,0,,
G4700870,1860,Tennessee,470,Jackson,JACKSON,Jackson,10467,46,1212,0,,
G4700890,1860,Tennessee,470,Jefferson,JEFFERSON,Jefferson,13777,170,2096,0,,
G4700910,1860,Tennessee,470,Johnson,JOHNSON,Johnson,4757,28,233,0,,
G4700930,1860,Tennessee,470,Knox,KNOX,Knox,20020,423,2370,0,,
G4700970,1860,Tennessee,470,Lauderdale,LAUDERDALE,Lauderdale,4684,21,2854,0,,
G4700990,1860,Tennessee,470,Lawrence,LAWRENCE,Lawrence,8136,24,1160,0,,
G4701010,1860,Tennessee,470,Lewis,LEWIS,Lewis,1992,2,247,0,,
G4701030,1860,Tennessee,470,Lincoln,LINCOLN,Lincoln,15926,55,6847,0,,
G4701070,1860,Tennessee,470,McMinn,MCMINN,Mcminn,11547,96,1909,3,,
G4701090,1860,Tennessee,470,McNairy,MCNAIRY,Mcnairy,12810,22,1900,0,,
G4701110,1860,Tennessee,470,Macon,MACON,Macon,6244,117,929,0,,
G4701130,1860,Tennessee,470,Madison,MADISON,Madison,11440,83,10012,0,,
G4701150,1860,Tennessee,470,Marion,MARION,Marion,5487,25,678,0,,
G4701170,1860,Tennessee,470,Marshall,MARSHALL,Marshall,10064,48,4480,0,,
G4701190,1860,Tennessee,470,Maury,MAURY,Maury,17701,143,14654,0,,
G4701210,1860,Tennessee,470,Meigs,MEIGS,Meigs,4021,7,638,1,,
G4701230,1860,Tennessee,470,Monroe,MONROE,Monroe,10899,108,1600,0,,
G4701250,1860,Tennessee,470,Montgomery,MONTGOMERY,Montgomery,11235,106,9554,0,,
G4701290,1860,Tennessee,470,Morgan,MORGAN,Morgan,3192,41,120,0,,
G4701310,1860,Tennessee,470,Obion,OBION,Obion,10380,38,2399,0,,
G4701330,1860,Tennessee,470,Overton,OVERTON,Overton,11452,98,1087,0,,
G4701350,1860,Tennessee,470,Perry,PERRY,Perry,5486,8,548,0,,
G4701390,1860,Tennessee,470,Polk,POLK,Polk,8228,31,434,33,,
G4701410,1860,Tennessee,470,Putnam,PUTNAM,Putnam,7840,36,682,0,,
G4701430,1860,Tennessee,470,Rhea,RHEA,Rhea,4346,30,615,0,,
G4701450,1860,Tennessee,470,Roane,ROANE,Roane,11730,105,1748,0,,
G4701470,1860,Tennessee,470,Robertson,ROBERTSON,Robertson,10375,29,4861,0,,
G4701490,1860,Tennessee,470,Rutherford,RUTHERFORD,Rutherford,14743,190,12984,1,,
G4701510,1860,Tennessee,470,Scott,SCOTT,Scott,3446,14,59,0,,
G4701530,1860,Tennessee,470,Sequatchie,SEQUATCHIE,Sequatchie,1918,1,201,0,,
G4701550,1860,Tennessee,470,Sevier,SEVIER,Sevier,8520,64,538,0,,
G4701570,1860,Tennessee,470,Shelby,SHELBY,Shelby,30861,276,16953,2,,
G4701590,1860,Tennessee,470,Smith,SMITH,Smith,12015,114,4228,0,,
G4701610,1860,Tennessee,470,Stewart,STEWART,Stewart,7404,76,2415,1,,
G4701630,1860,Tennessee,470,Sullivan,SULLIVAN,Sullivan,12309,169,1074,0,,
G4701650,1860,Tennessee,470,Sumner,SUMNER,Sumner,14227,103,7700,0,,
G4701670,1860,Tennessee,470,Tipton,TIPTON,Tipton,5408,9,5288,0,,
G4701730,1860,Tennessee,470,Union,UNION,Union,5853,82,182,0,,
G4701750,1860,Tennessee,470,Van Buren,VAN BUREN,Van Buren,2334,8,239,0,,
G4701770,1860,Tennessee,470,Warren,WARREN,Warren,8760,66,2320,1,,
G4701790,1860,Tennessee,470,Washington,WASHINGTON,Washington,13580,297,952,0,,
G4701810,1860,Tennessee,470,Wayne,WAYNE,Wayne,7841,5,1269,0,,
G4701830,1860,Tennessee,470,Weakley,WEAKLEY,Weakley,13985,18,4213,0,,
