GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_population
G0100610,1870,Alabama,10,Geneva,GENEVA,Geneva,2959
G0100630,1870,Alabama,10,Greene,GREENE,Greene,18399
G0100650,1870,Alabama,10,Hale,HALE,Hale,21792
G0100670,1870,Alabama,10,Henry,HENRY,Henry,14191
G0100710,1870,Alabama,10,Jackson,JACKSON,Jackson,19410
G0100730,1870,Alabama,10,Jefferson,JEFFERSON,Jefferson,12345
G0100770,1870,Alabama,10,Lauderdale,LAUDERDALE,Lauderdale,15091
G0100790,1870,Alabama,10,Lawrence,LAWRENCE,Lawrence,16658
G0100810,1870,Alabama,10,Lee,LEE,Lee,21750
G0100830,1870,Alabama,10,Limestone,LIMESTONE,Limestone,15017
G0100850,1870,Alabama,10,Lowndes,LOWNDES,Lowndes,25719
G0100870,1870,Alabama,10,Macon,MACON,Macon,17727
G0100890,1870,Alabama,10,Madison,MADISON,Madison,31267
G0100910,1870,Alabama,10,Marengo,MARENGO,Marengo,26151
G0100930,1870,Alabama,10,Marion,MARION,Marion,6059
G0100950,1870,Alabama,10,Marshall,MARSHALL,Marshall,9871
G0100970,1870,Alabama,10,Mobile,MOBILE,Mobile,49311
G0100990,1870,Alabama,10,Monroe,MONROE,Monroe,14214
G0101010,1870,Alabama,10,Montgomery,MONTGOMERY,Montgomery,43704
G0101030,1870,Alabama,10,Morgan,MORGAN,Morgan,12187
G0101050,1870,Alabama,10,Perry,PERRY,Perry,24975
G0101070,1870,Alabama,10,Pickens,PICKENS,Pickens,17690
G0101090,1870,Alabama,10,Pike,PIKE,Pike,17423
G0101110,1870,Alabama,10,Randolph,RANDOLPH,Randolph,12006
G0101130,1870,Alabama,10,Russell,RUSSELL,Russell,21636
G0101150,1870,Alabama,10,St Clair,ST CLAIR,St Clair,9360
G0101155,1870,Alabama,10,Sanford,SANFORD,Sanford,8893
G0101170,1870,Alabama,10,Shelby,SHELBY,Shelby,12218
G0101190,1870,Alabama,10,Sumter,SUMTER,Sumter,24109
G0101210,1870,Alabama,10,Talladega,TALLADEGA,Talladega,18064
G0101230,1870,Alabama,10,Tallapoosa,TALLAPOOSA,Tallapoosa,16963
G0101250,1870,Alabama,10,Tuscaloosa,TUSCALOOSA,Tuscaloosa,20081
G0101270,1870,Alabama,10,Walker,WALKER,Walker,6543
G0101290,1870,Alabama,10,Washington,WASHINGTON,Washington,3912
G0101310,1870,Alabama,10,Wilcox,WILCOX,Wilcox,28377
G0101330,1870,Alabama,10,Winston,WINSTON,Winston,4155
G0450155,1870,Arizona Territory,45,Mohave,MOHAVE,Mohave,179
G0450177,1870,Arizona Territory,45,Pah-Ute,PAH-UTE,Pah-Ute,
G0450195,1870,Arizona Territory,45,Pima,PIMA,Pima,5716
G0450255,1870,Arizona Territory,45,Yavapai,YAVAPAI,Yavapai,2142
G0450275,1870,Arizona Territory,45,Yuma,YUMA,Yuma,1621
G0500010,1870,Arkansas,50,Arkansas,ARKANSAS,Arkansas,8268
G0500030,1870,Arkansas,50,Ashley,ASHLEY,Ashley,8042
G0500070,1870,Arkansas,50,Benton,BENTON,Benton,13831
G0500090,1870,Arkansas,50,Boone,BOONE,Boone,7032
G0500110,1870,Arkansas,50,Bradley,BRADLEY,Bradley,8646
G0500130,1870,Arkansas,50,Calhoun,CALHOUN,Calhoun,3853
G0500150,1870,Arkansas,50,Carroll,CARROLL,Carroll,5780
G0500170,1870,Arkansas,50,Chicot,CHICOT,Chicot,7214
G0500190,1870,Arkansas,50,Clark,CLARK,Clark,11953
G0500270,1870,Arkansas,50,Columbia,COLUMBIA,Columbia,11397
G0500290,1870,Arkansas,50,Conway,CONWAY,Conway,8112
G0500310,1870,Arkansas,50,Craighead,CRAIGHEAD,Craighead,4577
G0500330,1870,Arkansas,50,Crawford,CRAWFORD,Crawford,8957
G0500350,1870,Arkansas,50,Crittenden,CRITTENDEN,Crittenden,3831
G0500370,1870,Arkansas,50,Cross,CROSS,Cross,3915
G0500390,1870,Arkansas,50,Dallas,DALLAS,Dallas,5707
G0500410,1870,Arkansas,50,Desha,DESHA,Desha,6125
G0500430,1870,Arkansas,50,Drew,DREW,Drew,9960
G0500470,1870,Arkansas,50,Franklin,FRANKLIN,Franklin,9627
G0500490,1870,Arkansas,50,Fulton,FULTON,Fulton,4843
G0500530,1870,Arkansas,50,Grant,GRANT,Grant,3943
G0500550,1870,Arkansas,50,Greene,GREENE,Greene,7573
G0500570,1870,Arkansas,50,Hempstead,HEMPSTEAD,Hempstead,13768
G0500590,1870,Arkansas,50,Hot Spring,HOT SPRING,Hot Spring,5877
G0500630,1870,Arkansas,50,Independence,INDEPENDENCE,Independence,14566
G0500650,1870,Arkansas,50,Izard,IZARD,Izard,6806
G0500670,1870,Arkansas,50,Jackson,JACKSON,Jackson,7268
G0500690,1870,Arkansas,50,Jefferson,JEFFERSON,Jefferson,15733
G0500710,1870,Arkansas,50,Johnson,JOHNSON,Johnson,9152
G0500730,1870,Arkansas,50,Lafayette,LAFAYETTE,Lafayette,9139
G0500750,1870,Arkansas,50,Lawrence,LAWRENCE,Lawrence,5981
G0500810,1870,Arkansas,50,Little River,LITTLE RIVER,Little River,3236
G0500870,1870,Arkansas,50,Madison,MADISON,Madison,8231
G0500890,1870,Arkansas,50,Marion,MARION,Marion,3979
G0500930,1870,Arkansas,50,Mississippi,MISSISSIPPI,Mississippi,3633
G0500950,1870,Arkansas,50,Monroe,MONROE,Monroe,8336
G0500970,1870,Arkansas,50,Montgomery,MONTGOMERY,Montgomery,2984
G0501010,1870,Arkansas,50,Newton,NEWTON,Newton,4374
G0501030,1870,Arkansas,50,Ouachita,OUACHITA,Ouachita,12975
G0501050,1870,Arkansas,50,Perry,PERRY,Perry,2685
G0501070,1870,Arkansas,50,Phillips,PHILLIPS,Phillips,15372
G0501090,1870,Arkansas,50,Pike,PIKE,Pike,3788
G0501110,1870,Arkansas,50,Poinsett,POINSETT,Poinsett,1720
G0501130,1870,Arkansas,50,Polk,POLK,Polk,3376
G0501150,1870,Arkansas,50,Pope,POPE,Pope,8386
G0501170,1870,Arkansas,50,Prairie,PRAIRIE,Prairie,5604
G0501190,1870,Arkansas,50,Pulaski,PULASKI,Pulaski,32066
G0501210,1870,Arkansas,50,Randolph,RANDOLPH,Randolph,7466
G0501230,1870,Arkansas,50,St Francis,ST FRANCIS,St Francis,6714
G0501250,1870,Arkansas,50,Saline,SALINE,Saline,3911
G0501270,1870,Arkansas,50,Scott,SCOTT,Scott,7483
G0501290,1870,Arkansas,50,Searcy,SEARCY,Searcy,5614
G0501310,1870,Arkansas,50,Sebastian,SEBASTIAN,Sebastian,12940
G0501330,1870,Arkansas,50,Sevier,SEVIER,Sevier,4492
G0501350,1870,Arkansas,50,Sharp,SHARP,Sharp,5400
G0501390,1870,Arkansas,50,Union,UNION,Union,10571
G0501410,1870,Arkansas,50,Van Buren,VAN BUREN,Van Buren,5107
G0501430,1870,Arkansas,50,Washington,WASHINGTON,Washington,17266
G0501450,1870,Arkansas,50,White,WHITE,White,10347
G0501470,1870,Arkansas,50,Woodruff,WOODRUFF,Woodruff,6891
G0501490,1870,Arkansas,50,Yell,YELL,Yell,8048
G0600010,1870,California,60,Alameda,ALAMEDA,Alameda,24237
G0600030,1870,California,60,Alpine,ALPINE,Alpine,685
G0600050,1870,California,60,Amador,AMADOR,Amador,9582
G0600070,1870,California,60,Butte,BUTTE,Butte,11403
G0600090,1870,California,60,Calaveras,CALAVERAS,Calaveras,8895
G0600110,1870,California,60,Colusa,COLUSA,Colusa,6165
G0600130,1870,California,60,Contra Costa,CONTRA COSTA,Contra Costa,8461
G0600150,1870,California,60,Del Norte,DEL NORTE,Del Norte,2022
G0600170,1870,California,60,El Dorado,EL DORADO,El Dorado,10309
G0600190,1870,California,60,Fresno,FRESNO,Fresno,6336
G0600230,1870,California,60,Humboldt,HUMBOLDT,Humboldt,6140
G0600270,1870,California,60,Inyo,INYO,Inyo,1956
G0600290,1870,California,60,Kern,KERN,Kern,2925
G0600315,1870,California,60,Klamath,KLAMATH,Klamath,1686
G0600330,1870,California,60,Lake,LAKE,Lake,2969
G0600350,1870,California,60,Lassen,LASSEN,Lassen,1327
G0600370,1870,California,60,Los Angeles,LOS ANGELES,Los Angeles,15309
G0600410,1870,California,60,Marin,MARIN,Marin,6903
G0600430,1870,California,60,Mariposa,MARIPOSA,Mariposa,4572
G0600450,1870,California,60,Mendocino,MENDOCINO,Mendocino,7545
G0600470,1870,California,60,Merced,MERCED,Merced,2807
G0600510,1870,California,60,Mono,MONO,Mono,430
G0600530,1870,California,60,Monterey,MONTEREY,Monterey,9876
G0600550,1870,California,60,Napa,NAPA,Napa,7163
G0600570,1870,California,60,Nevada,NEVADA,Nevada,19134
G0600610,1870,California,60,Placer,PLACER,Placer,11357
G0600630,1870,California,60,Plumas,PLUMAS,Plumas,4489
G0600670,1870,California,60,Sacramento,SACRAMENTO,Sacramento,26830
G0600710,1870,California,60,San Bernardino,SAN BERNARDINO,San Bernardino,3988
G0600730,1870,California,60,San Diego,SAN DIEGO,San Diego,4951
G0600750,1870,California,60,San Francisco,SAN FRANCISCO,San Francisco,149473
G0600770,1870,California,60,San Joaquin,SAN JOAQUIN,San Joaquin,21050
G0600790,1870,California,60,San Luis Obispo,SAN LUIS OBISPO,San Luis Obispo,4772
G0600810,1870,California,60,San Mateo,SAN MATEO,San Mateo,6635
G0600830,1870,California,60,Santa Barbara,SANTA BARBARA,Santa Barbara,7784
G0600850,1870,California,60,Santa Clara,SANTA CLARA,Santa Clara,26246
G0600870,1870,California,60,Santa Cruz,SANTA CRUZ,Santa Cruz,8743
G0600890,1870,California,60,Shasta,SHASTA,Shasta,4173
G0600910,1870,California,60,Sierra,SIERRA,Sierra,5619
G0600930,1870,California,60,Siskiyou,SISKIYOU,Siskiyou,6848
G0600950,1870,California,60,Solano,SOLANO,Solano,16871
G0600970,1870,California,60,Sonoma,SONOMA,Sonoma,19819
G0600990,1870,California,60,Stanislaus,STANISLAUS,Stanislaus,6499
G0601010,1870,California,60,Sutter,SUTTER,Sutter,5030
G0601030,1870,California,60,Tehama,TEHAMA,Tehama,3587
G0601050,1870,California,60,Trinity,TRINITY,Trinity,3213
G0601070,1870,California,60,Tulare,TULARE,Tulare,4533
G0601090,1870,California,60,Tuolumne,TUOLUMNE,Tuolumne,8150
G0601130,1870,California,60,Yolo,YOLO,Yolo,9899
G0601150,1870,California,60,Yuba,YUBA,Yuba,10851
G0850015,1870,Colorado Territory,85,Arapahoe,ARAPAHOE,Arapahoe,6829
G0850035,1870,Colorado Territory,85,Bent,BENT,Bent,592
G0850055,1870,Colorado Territory,85,Boulder,BOULDER,Boulder,1939
G0850075,1870,Colorado Territory,85,Clear Creek,CLEAR CREEK,Clear Creek,1596
G0850095,1870,Colorado Territory,85,Conejos,CONEJOS,Conejos,2504
G0850115,1870,Colorado Territory,85,Costilla,COSTILLA,Costilla,1779
G0850135,1870,Colorado Territory,85,Douglas,DOUGLAS,Douglas,1388
G0850155,1870,Colorado Territory,85,El Paso,EL PASO,El Paso,987
G0850175,1870,Colorado Territory,85,Fremont,FREMONT,Fremont,1064
G0850195,1870,Colorado Territory,85,Gilpin,GILPIN,Gilpin,5490
G0850215,1870,Colorado Territory,85,Greenwood,GREENWOOD,Greenwood,510
G0850235,1870,Colorado Territory,85,Huerfano,HUERFANO,Huerfano,2250
G0850255,1870,Colorado Territory,85,Jefferson,JEFFERSON,Jefferson,2390
G0850275,1870,Colorado Territory,85,Lake,LAKE,Lake,522
G0850295,1870,Colorado Territory,85,Larimer,LARIMER,Larimer,838
G0850315,1870,Colorado Territory,85,Las Animas,LAS ANIMAS,Las Animas,4276
G0850335,1870,Colorado Territory,85,Park,PARK,Park,447
G0850355,1870,Colorado Territory,85,Pueblo,PUEBLO,Pueblo,2265
G0850375,1870,Colorado Territory,85,Saguache,SAGUACHE,Saguache,304
G0850395,1870,Colorado Territory,85,Summit,SUMMIT,Summit,258
G0850415,1870,Colorado Territory,85,Weld,WELD,Weld,1636
G0900010,1870,Connecticut,90,Fairfield,FAIRFIELD,Fairfield,95276
G0900030,1870,Connecticut,90,Hartford,HARTFORD,Hartford,109007
G0900050,1870,Connecticut,90,Litchfield,LITCHFIELD,Litchfield,48727
G0900070,1870,Connecticut,90,Middlesex,MIDDLESEX,Middlesex,36099
G0900090,1870,Connecticut,90,New Haven,NEW HAVEN,New Haven,121257
G0900110,1870,Connecticut,90,New London,NEW LONDON,New London,66570
G0900130,1870,Connecticut,90,Tolland,TOLLAND,Tolland,22000
G0900150,1870,Connecticut,90,Windham,WINDHAM,Windham,38518
G0950075,1870,Dakota Territory,95,Bon Homme,BON HOMME,Bon Homme,608
G0950135,1870,Dakota Territory,95,Brookings,BROOKINGS,Brookings,163
G0950195,1870,Dakota Territory,95,Buffalo,BUFFALO,Buffalo,246
G0950295,1870,Dakota Territory,95,Charles Mix,CHARLES MIX,Charles Mix,152
G0950355,1870,Dakota Territory,95,Clay,CLAY,Clay,2621
G0950495,1870,Dakota Territory,95,Deuel,DEUEL,Deuel,37
G0950815,1870,Dakota Territory,95,Hutchinson,HUTCHINSON,Hutchinson,37
G0950855,1870,Dakota Territory,95,Jayne,JAYNE,Jayne,5
G0950975,1870,Dakota Territory,95,Lincoln,LINCOLN,Lincoln,712
G0951195,1870,Dakota Territory,95,Minnehaha,MINNEHAHA,Minnehaha,355
G0951275,1870,Dakota Territory,95,Pembina,PEMBINA,Pembina,1213
G0951655,1870,Dakota Territory,95,Todd,TODD,Todd,337
G0951735,1870,Dakota Territory,95,Union,UNION,Union,3507
G0951755,1870,Dakota Territory,95,Unorganized Territory,UNORGANIZED TERRITORY,Unorganized Territory,2091
G0951855,1870,Dakota Territory,95,Yankton,YANKTON,Yankton,2097
G1000010,1870,Delaware,100,Kent,KENT,Kent,29804
G1000030,1870,Delaware,100,New Castle,NEW CASTLE,New Castle,63515
G1000050,1870,Delaware,100,Sussex,SUSSEX,Sussex,31696
G1100010,1870,District Of Columbia,110,District Of Columbia,DISTRICT OF COLUMBIA,District Of Columbia,131700
G1200010,1870,Florida,120,Alachua,ALACHUA,Alachua,17328
G1200030,1870,Florida,120,Baker,BAKER,Baker,1325
G1200070,1870,Florida,120,Bradford,BRADFORD,Bradford,3671
G1200090,1870,Florida,120,Brevard,BREVARD,Brevard,1216
G1200130,1870,Florida,120,Calhoun,CALHOUN,Calhoun,998
G1200190,1870,Florida,120,Clay,CLAY,Clay,2098
G1200230,1870,Florida,120,Columbia,COLUMBIA,Columbia,7335
G1200250,1870,Florida,120,Dade,DADE,Dade,85
G1200310,1870,Florida,120,Duval,DUVAL,Duval,11921
G1200330,1870,Florida,120,Escambia,ESCAMBIA,Escambia,7817
G1200370,1870,Florida,120,Franklin,FRANKLIN,Franklin,1256
G1200390,1870,Florida,120,Gadsden,GADSDEN,Gadsden,9802
G1200470,1870,Florida,120,Hamilton,HAMILTON,Hamilton,5749
G1200530,1870,Florida,120,Hernando,HERNANDO,Hernando,2938
G1200570,1870,Florida,120,Hillsborough,HILLSBOROUGH,Hillsborough,3216
G1200590,1870,Florida,120,Holmes,HOLMES,Holmes,1572
G1200630,1870,Florida,120,Jackson,JACKSON,Jackson,9528
G1200650,1870,Florida,120,Jefferson,JEFFERSON,Jefferson,13398
G1200670,1870,Florida,120,Lafayette,LAFAYETTE,Lafayette,1783
G1200730,1870,Florida,120,Leon,LEON,Leon,15236
G1200750,1870,Florida,120,Levy,LEVY,Levy,2018
G1200770,1870,Florida,120,Liberty,LIBERTY,Liberty,1050
G1200790,1870,Florida,120,Madison,MADISON,Madison,11121
G1200810,1870,Florida,120,Manatee,MANATEE,Manatee,1931
G1200830,1870,Florida,120,Marion,MARION,Marion,10804
G1200870,1870,Florida,120,Monroe,MONROE,Monroe,5657
G1200890,1870,Florida,120,Nassau,NASSAU,Nassau,4247
G1200950,1870,Florida,120,Orange,ORANGE,Orange,2195
G1201050,1870,Florida,120,Polk,POLK,Polk,3169
G1201070,1870,Florida,120,Putnam,PUTNAM,Putnam,3821
G1201090,1870,Florida,120,St Johns,ST JOHNS,St Johns,2618
G1201130,1870,Florida,120,Santa Rosa,SANTA ROSA,Santa Rosa,3312
G1201190,1870,Florida,120,Sumter,SUMTER,Sumter,2952
G1201210,1870,Florida,120,Suwannee,SUWANNEE,Suwannee,3556
G1201230,1870,Florida,120,Taylor,TAYLOR,Taylor,1453
G1201270,1870,Florida,120,Volusia,VOLUSIA,Volusia,1723
G1201290,1870,Florida,120,Wakulla,WAKULLA,Wakulla,2506
G1201310,1870,Florida,120,Walton,WALTON,Walton,3041
G1201330,1870,Florida,120,Washington,WASHINGTON,Washington,2302
G1300010,1870,Georgia,130,Appling,APPLING,Appling,5086
G1300070,1870,Georgia,130,Baker,BAKER,Baker,6843
G1300090,1870,Georgia,130,Baldwin,BALDWIN,Baldwin,10618
G1300110,1870,Georgia,130,Banks,BANKS,Banks,4973
G1300150,1870,Georgia,130,Bartow,BARTOW,Bartow,16566
G1300190,1870,Georgia,130,Berrien,BERRIEN,Berrien,4518
G1300210,1870,Georgia,130,Bibb,BIBB,Bibb,21255
G1300270,1870,Georgia,130,Brooks,BROOKS,Brooks,8342
G1300290,1870,Georgia,130,Bryan,BRYAN,Bryan,5252
G1300310,1870,Georgia,130,Bulloch,BULLOCH,Bulloch,5610
G1300330,1870,Georgia,130,Burke,BURKE,Burke,17679
G1300350,1870,Georgia,130,Butts,BUTTS,Butts,6941
G1300370,1870,Georgia,130,Calhoun,CALHOUN,Calhoun,5503
G1300390,1870,Georgia,130,Camden,CAMDEN,Camden,4615
G1300395,1870,Georgia,130,Campbell,CAMPBELL,Campbell,9176
G1300450,1870,Georgia,130,Carroll,CARROLL,Carroll,11782
G1300470,1870,Georgia,130,Catoosa,CATOOSA,Catoosa,4409
G1300490,1870,Georgia,130,Charlton,CHARLTON,Charlton,1897
G1300510,1870,Georgia,130,Chatham,CHATHAM,Chatham,41279
G1300530,1870,Georgia,130,Chattahoochee,CHATTAHOOCHEE,Chattahoochee,6059
G1300550,1870,Georgia,130,Chattooga,CHATTOOGA,Chattooga,6902
G1300570,1870,Georgia,130,Cherokee,CHEROKEE,Cherokee,10399
G1300590,1870,Georgia,130,Clarke,CLARKE,Clarke,12941
G1300610,1870,Georgia,130,Clay,CLAY,Clay,5493
G1300630,1870,Georgia,130,Clayton,CLAYTON,Clayton,5477
G1300650,1870,Georgia,130,Clinch,CLINCH,Clinch,3945
G1300670,1870,Georgia,130,Cobb,COBB,Cobb,13814
G1300690,1870,Georgia,130,Coffee,COFFEE,Coffee,3192
G1300710,1870,Georgia,130,Colquitt,COLQUITT,Colquitt,1654
G1300730,1870,Georgia,130,Columbia,COLUMBIA,Columbia,13529
G1300770,1870,Georgia,130,Coweta,COWETA,Coweta,15875
G1300790,1870,Georgia,130,Crawford,CRAWFORD,Crawford,7557
G1300830,1870,Georgia,130,Dade,DADE,Dade,3033
G1300850,1870,Georgia,130,Dawson,DAWSON,Dawson,4369
G1300870,1870,Georgia,130,Decatur,DECATUR,Decatur,15183
G1300890,1870,Georgia,130,DeKalb,DEKALB,De Kalb,10014
G1300930,1870,Georgia,130,Dooly,DOOLY,Dooly,9790
G1300950,1870,Georgia,130,Dougherty,DOUGHERTY,Dougherty,11517
G1300990,1870,Georgia,130,Early,EARLY,Early,6998
G1301010,1870,Georgia,130,Echols,ECHOLS,Echols,1978
G1301030,1870,Georgia,130,Effingham,EFFINGHAM,Effingham,4214
G1301050,1870,Georgia,130,Elbert,ELBERT,Elbert,9249
G1301070,1870,Georgia,130,Emanuel,EMANUEL,Emanuel,6134
G1301110,1870,Georgia,130,Fannin,FANNIN,Fannin,5429
G1301130,1870,Georgia,130,Fayette,FAYETTE,Fayette,8221
G1301150,1870,Georgia,130,Floyd,FLOYD,Floyd,17230
G1301170,1870,Georgia,130,Forsyth,FORSYTH,Forsyth,7983
G1301190,1870,Georgia,130,Franklin,FRANKLIN,Franklin,7893
G1301210,1870,Georgia,130,Fulton,FULTON,Fulton,33446
G1301230,1870,Georgia,130,Gilmer,GILMER,Gilmer,6644
G1301250,1870,Georgia,130,Glascock,GLASCOCK,Glascock,2736
G1301270,1870,Georgia,130,Glynn,GLYNN,Glynn,5376
G1301290,1870,Georgia,130,Gordon,GORDON,Gordon,9268
G1301330,1870,Georgia,130,Greene,GREENE,Greene,12454
G1301350,1870,Georgia,130,Gwinnett,GWINNETT,Gwinnett,12431
G1301370,1870,Georgia,130,Habersham,HABERSHAM,Habersham,6322
G1301390,1870,Georgia,130,Hall,HALL,Hall,9607
G1301410,1870,Georgia,130,Hancock,HANCOCK,Hancock,11317
G1301430,1870,Georgia,130,Haralson,HARALSON,Haralson,4004
G1301450,1870,Georgia,130,Harris,HARRIS,Harris,13284
G1301470,1870,Georgia,130,Hart,HART,Hart,6783
G1301490,1870,Georgia,130,Heard,HEARD,Heard,7866
G1301510,1870,Georgia,130,Henry,HENRY,Henry,10102
G1301530,1870,Georgia,130,Houston,HOUSTON,Houston,20406
G1301550,1870,Georgia,130,Irwin,IRWIN,Irwin,1837
G1301570,1870,Georgia,130,Jackson,JACKSON,Jackson,11181
G1301590,1870,Georgia,130,Jasper,JASPER,Jasper,10439
G1301630,1870,Georgia,130,Jefferson,JEFFERSON,Jefferson,12190
G1301670,1870,Georgia,130,Johnson,JOHNSON,Johnson,2964
G1301690,1870,Georgia,130,Jones,JONES,Jones,9436
G1301750,1870,Georgia,130,Laurens,LAURENS,Laurens,7834
G1301770,1870,Georgia,130,Lee,LEE,Lee,9567
G1301790,1870,Georgia,130,Liberty,LIBERTY,Liberty,7688
G1301810,1870,Georgia,130,Lincoln,LINCOLN,Lincoln,5413
G1301850,1870,Georgia,130,Lowndes,LOWNDES,Lowndes,8321
G1301870,1870,Georgia,130,Lumpkin,LUMPKIN,Lumpkin,5161
G1301910,1870,Georgia,130,McIntosh,MCINTOSH,Mcintosh,4491
G1301930,1870,Georgia,130,Macon,MACON,Macon,11458
G1301950,1870,Georgia,130,Madison,MADISON,Madison,5227
G1301970,1870,Georgia,130,Marion,MARION,Marion,8000
G1301990,1870,Georgia,130,Meriwether,MERIWETHER,Meriwether,13756
G1302010,1870,Georgia,130,Miller,MILLER,Miller,3091
G1302015,1870,Georgia,130,Milton,MILTON,Milton,4284
G1302050,1870,Georgia,130,Mitchell,MITCHELL,Mitchell,6633
G1302070,1870,Georgia,130,Monroe,MONROE,Monroe,17213
G1302090,1870,Georgia,130,Montgomery,MONTGOMERY,Montgomery,3586
G1302110,1870,Georgia,130,Morgan,MORGAN,Morgan,10696
G1302130,1870,Georgia,130,Murray,MURRAY,Murray,6500
G1302150,1870,Georgia,130,Muscogee,MUSCOGEE,Muscogee,16663
G1302170,1870,Georgia,130,Newton,NEWTON,Newton,14615
G1302210,1870,Georgia,130,Oglethorpe,OGLETHORPE,Oglethorpe,11782
G1302230,1870,Georgia,130,Paulding,PAULDING,Paulding,7639
G1302270,1870,Georgia,130,Pickens,PICKENS,Pickens,5317
G1302290,1870,Georgia,130,Pierce,PIERCE,Pierce,2778
G1302310,1870,Georgia,130,Pike,PIKE,Pike,10905
G1302330,1870,Georgia,130,Polk,POLK,Polk,7822
G1302350,1870,Georgia,130,Pulaski,PULASKI,Pulaski,11940
G1302370,1870,Georgia,130,Putnam,PUTNAM,Putnam,10461
G1302390,1870,Georgia,130,Quitman,QUITMAN,Quitman,4150
G1302410,1870,Georgia,130,Rabun,RABUN,Rabun,3256
G1302430,1870,Georgia,130,Randolph,RANDOLPH,Randolph,10561
G1302450,1870,Georgia,130,Richmond,RICHMOND,Richmond,25724
G1302490,1870,Georgia,130,Schley,SCHLEY,Schley,5129
G1302510,1870,Georgia,130,Screven,SCREVEN,Screven,9175
G1302550,1870,Georgia,130,Spalding,SPALDING,Spalding,10205
G1302590,1870,Georgia,130,Stewart,STEWART,Stewart,14204
G1302610,1870,Georgia,130,Sumter,SUMTER,Sumter,16559
G1302630,1870,Georgia,130,Talbot,TALBOT,Talbot,11913
G1302650,1870,Georgia,130,Taliaferro,TALIAFERRO,Taliaferro,4796
G1302670,1870,Georgia,130,Tattnall,TATTNALL,Tattnall,4860
G1302690,1870,Georgia,130,Taylor,TAYLOR,Taylor,7143
G1302710,1870,Georgia,130,Telfair,TELFAIR,Telfair,3245
G1302730,1870,Georgia,130,Terrell,TERRELL,Terrell,9053
G1302750,1870,Georgia,130,Thomas,THOMAS,Thomas,14523
G1302810,1870,Georgia,130,Towns,TOWNS,Towns,2780
G1302850,1870,Georgia,130,Troup,TROUP,Troup,17632
G1302890,1870,Georgia,130,Twiggs,TWIGGS,Twiggs,8545
G1302910,1870,Georgia,130,Union,UNION,Union,5267
G1302930,1870,Georgia,130,Upson,UPSON,Upson,9430
G1302950,1870,Georgia,130,Walker,WALKER,Walker,9925
G1302970,1870,Georgia,130,Walton,WALTON,Walton,11038
G1302990,1870,Georgia,130,Ware,WARE,Ware,2286
G1303010,1870,Georgia,130,Warren,WARREN,Warren,10545
G1303030,1870,Georgia,130,Washington,WASHINGTON,Washington,15842
G1303050,1870,Georgia,130,Wayne,WAYNE,Wayne,2177
G1303070,1870,Georgia,130,Webster,WEBSTER,Webster,4677
G1303110,1870,Georgia,130,White,WHITE,White,4606
G1303130,1870,Georgia,130,Whitfield,WHITFIELD,Whitfield,10117
G1303150,1870,Georgia,130,Wilcox,WILCOX,Wilcox,2439
G1303170,1870,Georgia,130,Wilkes,WILKES,Wilkes,11796
G1303190,1870,Georgia,130,Wilkinson,WILKINSON,Wilkinson,9383
G1303210,1870,Georgia,130,Worth,WORTH,Worth,3778
