GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_population
G1650015,1870,Idaho Territory,165,Ada,ADA,Ada,2675
G1650035,1870,Idaho Territory,165,Alturas,ALTURAS,Alturas,689
G1650075,1870,Idaho Territory,165,Boise,BOISE,Boise,3834
G1650115,1870,Idaho Territory,165,Idaho,IDAHO,Idaho,849
G1650155,1870,Idaho Territory,165,Lemhi,LEMHI,Lemhi,988
G1650175,1870,Idaho Territory,165,Nez Perce,NEZ PERCE,Nez Perce,1607
G1650195,1870,Idaho Territory,165,Oneida,ONEIDA,Oneida,1922
G1650215,1870,Idaho Territory,165,Owyhee,OWYHEE,Owyhee,1713
G1650235,1870,Idaho Territory,165,Shoshone,SHOSHONE,Shoshone,722
G1700010,1870,Illinois,170,Adams,ADAMS,Adams,56362
G1700030,1870,Illinois,170,Alexander,ALEXANDER,Alexander,10564
G1700050,1870,Illinois,170,Bond,BOND,Bond,13152
G1700070,1870,Illinois,170,Boone,BOONE,Boone,12942
G1700090,1870,Illinois,170,Brown,BROWN,Brown,12205
G1700110,1870,Illinois,170,Bureau,BUREAU,Bureau,32415
G1700130,1870,Illinois,170,Calhoun,CALHOUN,Calhoun,6562
G1700150,1870,Illinois,170,Carroll,CARROLL,Carroll,16705
G1700170,1870,Illinois,170,Cass,CASS,Cass,11580
G1700190,1870,Illinois,170,Champaign,CHAMPAIGN,Champaign,32737
G1700210,1870,Illinois,170,Christian,CHRISTIAN,Christian,20363
G1700230,1870,Illinois,170,Clark,CLARK,Clark,18719
G1700250,1870,Illinois,170,Clay,CLAY,Clay,15875
G1700270,1870,Illinois,170,Clinton,CLINTON,Clinton,16285
G1700290,1870,Illinois,170,Coles,COLES,Coles,25235
G1700310,1870,Illinois,170,Cook,COOK,Cook,349966
G1700330,1870,Illinois,170,Crawford,CRAWFORD,Crawford,13889
G1700350,1870,Illinois,170,Cumberland,CUMBERLAND,Cumberland,12223
G1700370,1870,Illinois,170,DeKalb,DEKALB,De Kalb,23265
G1700390,1870,Illinois,170,De Witt,DE WITT,De Witt,14768
G1700410,1870,Illinois,170,Douglas,DOUGLAS,Douglas,13484
G1700430,1870,Illinois,170,Dupage,DUPAGE,Du Page,16685
G1700450,1870,Illinois,170,Edgar,EDGAR,Edgar,21450
G1700470,1870,Illinois,170,Edwards,EDWARDS,Edwards,7565
G1700490,1870,Illinois,170,Effingham,EFFINGHAM,Effingham,15653
G1700510,1870,Illinois,170,Fayette,FAYETTE,Fayette,19638
G1700530,1870,Illinois,170,Ford,FORD,Ford,9103
G1700550,1870,Illinois,170,Franklin,FRANKLIN,Franklin,12652
G1700570,1870,Illinois,170,Fulton,FULTON,Fulton,38291
G1700590,1870,Illinois,170,Gallatin,GALLATIN,Gallatin,11134
G1700610,1870,Illinois,170,Greene,GREENE,Greene,20277
G1700630,1870,Illinois,170,Grundy,GRUNDY,Grundy,14938
G1700650,1870,Illinois,170,Hamilton,HAMILTON,Hamilton,13014
G1700670,1870,Illinois,170,Hancock,HANCOCK,Hancock,35935
G1700690,1870,Illinois,170,Hardin,HARDIN,Hardin,5113
G1700710,1870,Illinois,170,Henderson,HENDERSON,Henderson,12582
G1700730,1870,Illinois,170,Henry,HENRY,Henry,35506
G1700750,1870,Illinois,170,Iroquois,IROQUOIS,Iroquois,25782
G1700770,1870,Illinois,170,Jackson,JACKSON,Jackson,19634
G1700790,1870,Illinois,170,Jasper,JASPER,Jasper,11234
G1700810,1870,Illinois,170,Jefferson,JEFFERSON,Jefferson,17864
G1700830,1870,Illinois,170,Jersey,JERSEY,Jersey,15054
G1700850,1870,Illinois,170,Jo Daviess,JO DAVIESS,Jo Daviess,27820
G1700870,1870,Illinois,170,Johnson,JOHNSON,Johnson,11248
G1700890,1870,Illinois,170,Kane,KANE,Kane,39091
G1700910,1870,Illinois,170,Kankakee,KANKAKEE,Kankakee,24352
G1700930,1870,Illinois,170,Kendall,KENDALL,Kendall,12399
G1700950,1870,Illinois,170,Knox,KNOX,Knox,39522
G1700970,1870,Illinois,170,Lake,LAKE,Lake,21014
G1700990,1870,Illinois,170,La Salle,LA SALLE,La Salle,60792
G1701010,1870,Illinois,170,Lawrence,LAWRENCE,Lawrence,12533
G1701030,1870,Illinois,170,Lee,LEE,Lee,27171
G1701050,1870,Illinois,170,Livingston,LIVINGSTON,Livingston,31471
G1701070,1870,Illinois,170,Logan,LOGAN,Logan,23053
G1701090,1870,Illinois,170,McDonough,MCDONOUGH,Mcdonough,26509
G1701110,1870,Illinois,170,McHenry,MCHENRY,Mchenry,23762
G1701130,1870,Illinois,170,McLean,MCLEAN,Mclean,53988
G1701150,1870,Illinois,170,Macon,MACON,Macon,26481
G1701170,1870,Illinois,170,Macoupin,MACOUPIN,Macoupin,32726
G1701190,1870,Illinois,170,Madison,MADISON,Madison,44131
G1701210,1870,Illinois,170,Marion,MARION,Marion,20622
G1701230,1870,Illinois,170,Marshall,MARSHALL,Marshall,16956
G1701250,1870,Illinois,170,Mason,MASON,Mason,16184
G1701270,1870,Illinois,170,Massac,MASSAC,Massac,9581
G1701290,1870,Illinois,170,Menard,MENARD,Menard,11735
G1701310,1870,Illinois,170,Mercer,MERCER,Mercer,18769
G1701330,1870,Illinois,170,Monroe,MONROE,Monroe,12982
G1701350,1870,Illinois,170,Montgomery,MONTGOMERY,Montgomery,25314
G1701370,1870,Illinois,170,Morgan,MORGAN,Morgan,28463
G1701390,1870,Illinois,170,Moultrie,MOULTRIE,Moultrie,10385
G1701410,1870,Illinois,170,Ogle,OGLE,Ogle,27492
G1701430,1870,Illinois,170,Peoria,PEORIA,Peoria,47540
G1701450,1870,Illinois,170,Perry,PERRY,Perry,13723
G1701470,1870,Illinois,170,Piatt,PIATT,Piatt,10953
G1701490,1870,Illinois,170,Pike,PIKE,Pike,30768
G1701510,1870,Illinois,170,Pope,POPE,Pope,11437
G1701530,1870,Illinois,170,Pulaski,PULASKI,Pulaski,8752
G1701550,1870,Illinois,170,Putnam,PUTNAM,Putnam,6280
G1701570,1870,Illinois,170,Randolph,RANDOLPH,Randolph,20859
G1701590,1870,Illinois,170,Richland,RICHLAND,Richland,12803
G1701610,1870,Illinois,170,Rock Island,ROCK ISLAND,Rock Island,29783
G1701630,1870,Illinois,170,St Clair,ST CLAIR,St Clair,51068
G1701650,1870,Illinois,170,Saline,SALINE,Saline,12714
G1701670,1870,Illinois,170,Sangamon,SANGAMON,Sangamon,46352
G1701690,1870,Illinois,170,Schuyler,SCHUYLER,Schuyler,17419
G1701710,1870,Illinois,170,Scott,SCOTT,Scott,10530
G1701730,1870,Illinois,170,Shelby,SHELBY,Shelby,25476
G1701750,1870,Illinois,170,Stark,STARK,Stark,10751
G1701770,1870,Illinois,170,Stephenson,STEPHENSON,Stephenson,30608
G1701790,1870,Illinois,170,Tazewell,TAZEWELL,Tazewell,27903
G1701810,1870,Illinois,170,Union,UNION,Union,16518
G1701830,1870,Illinois,170,Vermilion,VERMILION,Vermilion,30388
G1701850,1870,Illinois,170,Wabash,WABASH,Wabash,8841
G1701870,1870,Illinois,170,Warren,WARREN,Warren,23174
G1701890,1870,Illinois,170,Washington,WASHINGTON,Washington,17599
G1701910,1870,Illinois,170,Wayne,WAYNE,Wayne,19758
G1701930,1870,Illinois,170,White,WHITE,White,16846
G1701950,1870,Illinois,170,Whiteside,WHITESIDE,Whiteside,27503
G1701970,1870,Illinois,170,Will,WILL,Will,43013
G1701990,1870,Illinois,170,Williamson,WILLIAMSON,Williamson,17329
G1702010,1870,Illinois,170,Winnebago,WINNEBAGO,Winnebago,29301
G1702030,1870,Illinois,170,Woodford,WOODFORD,Woodford,18956
G1800010,1870,Indiana,180,Adams,ADAMS,Adams,11382
G1800030,1870,Indiana,180,Allen,ALLEN,Allen,43494
G1800050,1870,Indiana,180,Bartholomew,BARTHOLOMEW,Bartholomew,21133
G1800070,1870,Indiana,180,Benton,BENTON,Benton,5615
G1800090,1870,Indiana,180,Blackford,BLACKFORD,Blackford,6272
G1800110,1870,Indiana,180,Boone,BOONE,Boone,22593
G1800130,1870,Indiana,180,Brown,BROWN,Brown,8681
G1800150,1870,Indiana,180,Carroll,CARROLL,Carroll,16152
G1800170,1870,Indiana,180,Cass,CASS,Cass,24193
G1800190,1870,Indiana,180,Clark,CLARK,Clark,24770
G1800210,1870,Indiana,180,Clay,CLAY,Clay,19084
G1800230,1870,Indiana,180,Clinton,CLINTON,Clinton,17330
G1800250,1870,Indiana,180,Crawford,CRAWFORD,Crawford,9851
G1800270,1870,Indiana,180,Daviess,DAVIESS,Daviess,16747
G1800290,1870,Indiana,180,Dearborn,DEARBORN,Dearborn,24116
G1800310,1870,Indiana,180,Decatur,DECATUR,Decatur,19053
G1800330,1870,Indiana,180,DeKalb,DEKALB,De Kalb,17167
G1800350,1870,Indiana,180,Delaware,DELAWARE,Delaware,19030
G1800370,1870,Indiana,180,Dubois,DUBOIS,Dubois,12597
G1800390,1870,Indiana,180,Elkhart,ELKHART,Elkhart,26026
G1800410,1870,Indiana,180,Fayette,FAYETTE,Fayette,10476
G1800430,1870,Indiana,180,Floyd,FLOYD,Floyd,23300
G1800450,1870,Indiana,180,Fountain,FOUNTAIN,Fountain,16389
G1800470,1870,Indiana,180,Franklin,FRANKLIN,Franklin,20223
G1800490,1870,Indiana,180,Fulton,FULTON,Fulton,12726
G1800510,1870,Indiana,180,Gibson,GIBSON,Gibson,17371
G1800530,1870,Indiana,180,Grant,GRANT,Grant,18487
G1800550,1870,Indiana,180,Greene,GREENE,Greene,19514
G1800570,1870,Indiana,180,Hamilton,HAMILTON,Hamilton,20882
G1800590,1870,Indiana,180,Hancock,HANCOCK,Hancock,15123
G1800610,1870,Indiana,180,Harrison,HARRISON,Harrison,19913
G1800630,1870,Indiana,180,Hendricks,HENDRICKS,Hendricks,20277
G1800650,1870,Indiana,180,Henry,HENRY,Henry,22986
G1800670,1870,Indiana,180,Howard,HOWARD,Howard,15847
G1800690,1870,Indiana,180,Huntington,HUNTINGTON,Huntington,19036
G1800710,1870,Indiana,180,Jackson,JACKSON,Jackson,18974
G1800730,1870,Indiana,180,Jasper,JASPER,Jasper,6354
G1800750,1870,Indiana,180,Jay,JAY,Jay,15000
G1800770,1870,Indiana,180,Jefferson,JEFFERSON,Jefferson,29741
G1800790,1870,Indiana,180,Jennings,JENNINGS,Jennings,16218
G1800810,1870,Indiana,180,Johnson,JOHNSON,Johnson,18366
G1800830,1870,Indiana,180,Knox,KNOX,Knox,21562
G1800850,1870,Indiana,180,Kosciusko,KOSCIUSKO,Kosciusko,23531
G1800870,1870,Indiana,180,Lagrange,LAGRANGE,Lagrange,14148
G1800890,1870,Indiana,180,Lake,LAKE,Lake,12339
G1800910,1870,Indiana,180,LaPorte,LAPORTE,Laporte,27062
G1800930,1870,Indiana,180,Lawrence,LAWRENCE,Lawrence,14628
G1800950,1870,Indiana,180,Madison,MADISON,Madison,22770
G1800970,1870,Indiana,180,Marion,MARION,Marion,71939
G1800990,1870,Indiana,180,Marshall,MARSHALL,Marshall,20211
G1801010,1870,Indiana,180,Martin,MARTIN,Martin,11103
G1801030,1870,Indiana,180,Miami,MIAMI,Miami,21052
G1801050,1870,Indiana,180,Monroe,MONROE,Monroe,14168
G1801070,1870,Indiana,180,Montgomery,MONTGOMERY,Montgomery,23765
G1801090,1870,Indiana,180,Morgan,MORGAN,Morgan,17528
G1801110,1870,Indiana,180,Newton,NEWTON,Newton,5829
G1801130,1870,Indiana,180,Noble,NOBLE,Noble,20389
G1801150,1870,Indiana,180,Ohio,OHIO,Ohio,5837
G1801170,1870,Indiana,180,Orange,ORANGE,Orange,13497
G1801190,1870,Indiana,180,Owen,OWEN,Owen,16137
G1801210,1870,Indiana,180,Parke,PARKE,Parke,18166
G1801230,1870,Indiana,180,Perry,PERRY,Perry,14801
G1801250,1870,Indiana,180,Pike,PIKE,Pike,13779
G1801270,1870,Indiana,180,Porter,PORTER,Porter,13942
G1801290,1870,Indiana,180,Posey,POSEY,Posey,19185
G1801310,1870,Indiana,180,Pulaski,PULASKI,Pulaski,7801
G1801330,1870,Indiana,180,Putnam,PUTNAM,Putnam,21514
G1801350,1870,Indiana,180,Randolph,RANDOLPH,Randolph,22862
G1801370,1870,Indiana,180,Ripley,RIPLEY,Ripley,20977
G1801390,1870,Indiana,180,Rush,RUSH,Rush,17626
G1801410,1870,Indiana,180,St Joseph,ST JOSEPH,St Joseph,25322
G1801430,1870,Indiana,180,Scott,SCOTT,Scott,7873
G1801450,1870,Indiana,180,Shelby,SHELBY,Shelby,21892
G1801470,1870,Indiana,180,Spencer,SPENCER,Spencer,17998
G1801490,1870,Indiana,180,Starke,STARKE,Starke,3888
G1801510,1870,Indiana,180,Steuben,STEUBEN,Steuben,12854
G1801530,1870,Indiana,180,Sullivan,SULLIVAN,Sullivan,18453
G1801550,1870,Indiana,180,Switzerland,SWITZERLAND,Switzerland,12134
G1801570,1870,Indiana,180,Tippecanoe,TIPPECANOE,Tippecanoe,33515
G1801590,1870,Indiana,180,Tipton,TIPTON,Tipton,11953
G1801610,1870,Indiana,180,Union,UNION,Union,6341
G1801630,1870,Indiana,180,Vanderburgh,VANDERBURGH,Vanderburgh,33145
G1801650,1870,Indiana,180,Vermillion,VERMILLION,Vermillion,10840
G1801670,1870,Indiana,180,Vigo,VIGO,Vigo,33549
G1801690,1870,Indiana,180,Wabash,WABASH,Wabash,21305
G1801710,1870,Indiana,180,Warren,WARREN,Warren,10204
G1801730,1870,Indiana,180,Warrick,WARRICK,Warrick,17653
G1801750,1870,Indiana,180,Washington,WASHINGTON,Washington,18495
G1801770,1870,Indiana,180,Wayne,WAYNE,Wayne,34048
G1801790,1870,Indiana,180,Wells,WELLS,Wells,13585
G1801810,1870,Indiana,180,White,WHITE,White,10554
G1801830,1870,Indiana,180,Whitley,WHITLEY,Whitley,14399
G1900010,1870,Iowa,190,Adair,ADAIR,Adair,3982
G1900030,1870,Iowa,190,Adams,ADAMS,Adams,4614
G1900050,1870,Iowa,190,Allamakee,ALLAMAKEE,Allamakee,17868
G1900070,1870,Iowa,190,Appanoose,APPANOOSE,Appanoose,16456
G1900090,1870,Iowa,190,Audubon,AUDUBON,Audubon,1212
G1900110,1870,Iowa,190,Benton,BENTON,Benton,22454
G1900130,1870,Iowa,190,Black Hawk,BLACK HAWK,Black Hawk,21706
G1900150,1870,Iowa,190,Boone,BOONE,Boone,14584
G1900170,1870,Iowa,190,Bremer,BREMER,Bremer,12528
G1900190,1870,Iowa,190,Buchanan,BUCHANAN,Buchanan,17034
G1900210,1870,Iowa,190,Buena Vista,BUENA VISTA,Buena Vista,1585
G1900230,1870,Iowa,190,Butler,BUTLER,Butler,9951
G1900250,1870,Iowa,190,Calhoun,CALHOUN,Calhoun,1602
G1900270,1870,Iowa,190,Carroll,CARROLL,Carroll,2451
G1900290,1870,Iowa,190,Cass,CASS,Cass,5464
G1900310,1870,Iowa,190,Cedar,CEDAR,Cedar,19731
G1900330,1870,Iowa,190,Cerro Gordo,CERRO GORDO,Cerro Gordo,4722
G1900350,1870,Iowa,190,Cherokee,CHEROKEE,Cherokee,1967
G1900370,1870,Iowa,190,Chickasaw,CHICKASAW,Chickasaw,10180
G1900390,1870,Iowa,190,Clarke,CLARKE,Clarke,8735
G1900410,1870,Iowa,190,Clay,CLAY,Clay,1523
G1900430,1870,Iowa,190,Clayton,CLAYTON,Clayton,27771
G1900450,1870,Iowa,190,Clinton,CLINTON,Clinton,35357
G1900470,1870,Iowa,190,Crawford,CRAWFORD,Crawford,2530
G1900490,1870,Iowa,190,Dallas,DALLAS,Dallas,12019
G1900510,1870,Iowa,190,Davis,DAVIS,Davis,15565
G1900530,1870,Iowa,190,Decatur,DECATUR,Decatur,12018
G1900550,1870,Iowa,190,Delaware,DELAWARE,Delaware,17432
G1900570,1870,Iowa,190,Des Moines,DES MOINES,Des Moines,27256
G1900590,1870,Iowa,190,Dickinson,DICKINSON,Dickinson,1389
G1900610,1870,Iowa,190,Dubuque,DUBUQUE,Dubuque,38969
G1900630,1870,Iowa,190,Emmet,EMMET,Emmet,1392
G1900650,1870,Iowa,190,Fayette,FAYETTE,Fayette,16973
G1900670,1870,Iowa,190,Floyd,FLOYD,Floyd,10768
G1900690,1870,Iowa,190,Franklin,FRANKLIN,Franklin,4738
G1900710,1870,Iowa,190,Fremont,FREMONT,Fremont,11174
G1900730,1870,Iowa,190,Greene,GREENE,Greene,4627
G1900750,1870,Iowa,190,Grundy,GRUNDY,Grundy,6399
G1900770,1870,Iowa,190,Guthrie,GUTHRIE,Guthrie,7061
G1900790,1870,Iowa,190,Hamilton,HAMILTON,Hamilton,6055
G1900810,1870,Iowa,190,Hancock,HANCOCK,Hancock,999
G1900830,1870,Iowa,190,Hardin,HARDIN,Hardin,13684
G1900850,1870,Iowa,190,Harrison,HARRISON,Harrison,8931
G1900870,1870,Iowa,190,Henry,HENRY,Henry,21463
G1900890,1870,Iowa,190,Howard,HOWARD,Howard,6282
G1900910,1870,Iowa,190,Humboldt,HUMBOLDT,Humboldt,2596
G1900930,1870,Iowa,190,Ida,IDA,Ida,226
G1900950,1870,Iowa,190,Iowa,IOWA,Iowa,16644
G1900970,1870,Iowa,190,Jackson,JACKSON,Jackson,22619
G1900990,1870,Iowa,190,Jasper,JASPER,Jasper,22116
G1901010,1870,Iowa,190,Jefferson,JEFFERSON,Jefferson,17839
G1901030,1870,Iowa,190,Johnson,JOHNSON,Johnson,24898
G1901050,1870,Iowa,190,Jones,JONES,Jones,19731
G1901070,1870,Iowa,190,Keokuk,KEOKUK,Keokuk,19434
G1901090,1870,Iowa,190,Kossuth,KOSSUTH,Kossuth,3351
G1901110,1870,Iowa,190,Lee,LEE,Lee,37210
G1901130,1870,Iowa,190,Linn,LINN,Linn,31080
G1901150,1870,Iowa,190,Louisa,LOUISA,Louisa,12877
G1901170,1870,Iowa,190,Lucas,LUCAS,Lucas,10388
G1901190,1870,Iowa,190,Lyon,LYON,Lyon,221
G1901210,1870,Iowa,190,Madison,MADISON,Madison,13884
G1901230,1870,Iowa,190,Mahaska,MAHASKA,Mahaska,22508
G1901250,1870,Iowa,190,Marion,MARION,Marion,24436
G1901270,1870,Iowa,190,Marshall,MARSHALL,Marshall,17576
G1901290,1870,Iowa,190,Mills,MILLS,Mills,8718
G1901310,1870,Iowa,190,Mitchell,MITCHELL,Mitchell,9582
G1901330,1870,Iowa,190,Monona,MONONA,Monona,3654
G1901350,1870,Iowa,190,Monroe,MONROE,Monroe,12724
G1901370,1870,Iowa,190,Montgomery,MONTGOMERY,Montgomery,5934
G1901390,1870,Iowa,190,Muscatine,MUSCATINE,Muscatine,21688
G1901410,1870,Iowa,190,O Brien,O BRIEN,O Brien,715
G1901430,1870,Iowa,190,Osceola,OSCEOLA,Osceola,
G1901450,1870,Iowa,190,Page,PAGE,Page,9975
G1901470,1870,Iowa,190,Palo Alto,PALO ALTO,Palo Alto,1336
G1901490,1870,Iowa,190,Plymouth,PLYMOUTH,Plymouth,2199
G1901510,1870,Iowa,190,Pocahontas,POCAHONTAS,Pocahontas,1446
G1901530,1870,Iowa,190,Polk,POLK,Polk,27857
G1901550,1870,Iowa,190,Pottawattamie,POTTAWATTAMIE,Pottawattamie,16893
G1901570,1870,Iowa,190,Poweshiek,POWESHIEK,Poweshiek,15581
G1901590,1870,Iowa,190,Ringgold,RINGGOLD,Ringgold,5691
G1901610,1870,Iowa,190,Sac,SAC,Sac,1411
G1901630,1870,Iowa,190,Scott,SCOTT,Scott,38599
G1901650,1870,Iowa,190,Shelby,SHELBY,Shelby,2540
G1901670,1870,Iowa,190,Sioux,SIOUX,Sioux,576
G1901690,1870,Iowa,190,Story,STORY,Story,11651
G1901710,1870,Iowa,190,Tama,TAMA,Tama,16131
G1901730,1870,Iowa,190,Taylor,TAYLOR,Taylor,6989
G1901750,1870,Iowa,190,Union,UNION,Union,5986
G1901770,1870,Iowa,190,Van Buren,VAN BUREN,Van Buren,17672
G1901790,1870,Iowa,190,Wapello,WAPELLO,Wapello,22346
G1901810,1870,Iowa,190,Warren,WARREN,Warren,17980
G1901830,1870,Iowa,190,Washington,WASHINGTON,Washington,18952
G1901850,1870,Iowa,190,Wayne,WAYNE,Wayne,11287
G1901870,1870,Iowa,190,Webster,WEBSTER,Webster,10484
G1901890,1870,Iowa,190,Winnebago,WINNEBAGO,Winnebago,1562
G1901910,1870,Iowa,190,Winneshiek,WINNESHIEK,Winneshiek,23570
G1901930,1870,Iowa,190,Woodbury,WOODBURY,Woodbury,6172
G1901950,1870,Iowa,190,Worth,WORTH,Worth,2892
G1901970,1870,Iowa,190,Wright,WRIGHT,Wright,2392
G2000010,1870,Kansas,200,Allen,ALLEN,Allen,7022
G2000030,1870,Kansas,200,Anderson,ANDERSON,Anderson,5220
G2000050,1870,Kansas,200,Atchison,ATCHISON,Atchison,15507
G2000090,1870,Kansas,200,Barton,BARTON,Barton,2
G2000110,1870,Kansas,200,Bourbon,BOURBON,Bourbon,15076
G2000130,1870,Kansas,200,Brown,BROWN,Brown,6823
G2000150,1870,Kansas,200,Butler,BUTLER,Butler,3035
G2000170,1870,Kansas,200,Chase,CHASE,Chase,1975
G2000210,1870,Kansas,200,Cherokee,CHEROKEE,Cherokee,11038
G2000270,1870,Kansas,200,Clay,CLAY,Clay,2942
G2000290,1870,Kansas,200,Cloud,CLOUD,Cloud,2323
G2000310,1870,Kansas,200,Coffey,COFFEY,Coffey,6201
G2000350,1870,Kansas,200,Cowley,COWLEY,Cowley,1175
G2000370,1870,Kansas,200,Crawford,CRAWFORD,Crawford,8160
G2000375,1870,Kansas,200,Davis,DAVIS,Davis,5526
G2000410,1870,Kansas,200,Dickinson,DICKINSON,Dickinson,3043
G2000430,1870,Kansas,200,Doniphan,DONIPHAN,Doniphan,13969
G2000450,1870,Kansas,200,Douglas,DOUGLAS,Douglas,20592
G2000510,1870,Kansas,200,Ellis,ELLIS,Ellis,1336
G2000530,1870,Kansas,200,Ellsworth,ELLSWORTH,Ellsworth,1185
G2000570,1870,Kansas,200,Ford,FORD,Ford,427
G2000590,1870,Kansas,200,Franklin,FRANKLIN,Franklin,10385
G2000730,1870,Kansas,200,Greenwood,GREENWOOD,Greenwood,3484
G2000833,1870,Kansas,200,Howard,HOWARD,Howard,2794
G2000850,1870,Kansas,200,Jackson,JACKSON,Jackson,6053
G2000870,1870,Kansas,200,Jefferson,JEFFERSON,Jefferson,12526
G2000890,1870,Kansas,200,Jewell,JEWELL,Jewell,207
G2000910,1870,Kansas,200,Johnson,JOHNSON,Johnson,13684
G2000990,1870,Kansas,200,Labette,LABETTE,Labette,9973
G2001030,1870,Kansas,200,Leavenworth,LEAVENWORTH,Leavenworth,32444
G2001050,1870,Kansas,200,Lincoln,LINCOLN,Lincoln,516
G2001070,1870,Kansas,200,Linn,LINN,Linn,12174
G2001110,1870,Kansas,200,Lyon,LYON,Lyon,8014
G2001130,1870,Kansas,200,McPherson,MCPHERSON,Mcpherson,738
G2001150,1870,Kansas,200,Marion,MARION,Marion,768
G2001170,1870,Kansas,200,Marshall,MARSHALL,Marshall,6901
G2001210,1870,Kansas,200,Miami,MIAMI,Miami,11725
G2001230,1870,Kansas,200,Mitchell,MITCHELL,Mitchell,485
G2001250,1870,Kansas,200,Montgomery,MONTGOMERY,Montgomery,7564
G2001270,1870,Kansas,200,Morris,MORRIS,Morris,2225
G2001310,1870,Kansas,200,Nemaha,NEMAHA,Nemaha,7339
G2001330,1870,Kansas,200,Neosho,NEOSHO,Neosho,10206
G2001350,1870,Kansas,200,Ness,NESS,Ness,2
G2001390,1870,Kansas,200,Osage,OSAGE,Osage,7648
G2001410,1870,Kansas,200,Osborne,OSBORNE,Osborne,33
G2001430,1870,Kansas,200,Ottawa,OTTAWA,Ottawa,2127
G2001450,1870,Kansas,200,Pawnee,PAWNEE,Pawnee,179
G2001490,1870,Kansas,200,Pottawatomie,POTTAWATOMIE,Pottawatomie,7848
G2001570,1870,Kansas,200,Republic,REPUBLIC,Republic,1281
G2001590,1870,Kansas,200,Rice,RICE,Rice,5
G2001610,1870,Kansas,200,Riley,RILEY,Riley,5105
G2001670,1870,Kansas,200,Russell,RUSSELL,Russell,156
G2001690,1870,Kansas,200,Saline,SALINE,Saline,4246
G2001730,1870,Kansas,200,Sedgwick,SEDGWICK,Sedgwick,1095
G2001770,1870,Kansas,200,Shawnee,SHAWNEE,Shawnee,13121
G2001830,1870,Kansas,200,Smith,SMITH,Smith,66
G2001910,1870,Kansas,200,Sumner,SUMNER,Sumner,22
G2001950,1870,Kansas,200,Trego,TREGO,Trego,166
G2001970,1870,Kansas,200,Wabaunsee,WABAUNSEE,Wabaunsee,3362
G2001990,1870,Kansas,200,Wallace,WALLACE,Wallace,538
G2002010,1870,Kansas,200,Washington,WASHINGTON,Washington,4081
G2002050,1870,Kansas,200,Wilson,WILSON,Wilson,6694
G2002070,1870,Kansas,200,Woodson,WOODSON,Woodson,3827
G2002090,1870,Kansas,200,Wyandotte,WYANDOTTE,Wyandotte,10015
G2100010,1870,Kentucky,210,Adair,ADAIR,Adair,11065
G2100030,1870,Kentucky,210,Allen,ALLEN,Allen,10296
G2100050,1870,Kentucky,210,Anderson,ANDERSON,Anderson,5449
G2100070,1870,Kentucky,210,Ballard,BALLARD,Ballard,12576
G2100090,1870,Kentucky,210,Barren,BARREN,Barren,17780
G2100110,1870,Kentucky,210,Bath,BATH,Bath,10145
G2100150,1870,Kentucky,210,Boone,BOONE,Boone,10696
G2100170,1870,Kentucky,210,Bourbon,BOURBON,Bourbon,14863
G2100190,1870,Kentucky,210,Boyd,BOYD,Boyd,8573
G2100210,1870,Kentucky,210,Boyle,BOYLE,Boyle,9515
G2100230,1870,Kentucky,210,Bracken,BRACKEN,Bracken,11409
G2100250,1870,Kentucky,210,Breathitt,BREATHITT,Breathitt,5672
G2100270,1870,Kentucky,210,Breckinridge,BRECKINRIDGE,Breckinridge,13440
G2100290,1870,Kentucky,210,Bullitt,BULLITT,Bullitt,7781
G2100310,1870,Kentucky,210,Butler,BUTLER,Butler,9404
G2100330,1870,Kentucky,210,Caldwell,CALDWELL,Caldwell,10826
G2100350,1870,Kentucky,210,Calloway,CALLOWAY,Calloway,9410
G2100370,1870,Kentucky,210,Campbell,CAMPBELL,Campbell,27406
G2100410,1870,Kentucky,210,Carroll,CARROLL,Carroll,6189
G2100430,1870,Kentucky,210,Carter,CARTER,Carter,7509
G2100450,1870,Kentucky,210,Casey,CASEY,Casey,8884
G2100470,1870,Kentucky,210,Christian,CHRISTIAN,Christian,23227
G2100490,1870,Kentucky,210,Clark,CLARK,Clark,10882
G2100510,1870,Kentucky,210,Clay,CLAY,Clay,8297
G2100530,1870,Kentucky,210,Clinton,CLINTON,Clinton,6497
G2100550,1870,Kentucky,210,Crittenden,CRITTENDEN,Crittenden,9381
G2100570,1870,Kentucky,210,Cumberland,CUMBERLAND,Cumberland,7690
G2100590,1870,Kentucky,210,Daviess,DAVIESS,Daviess,20714
G2100610,1870,Kentucky,210,Edmonson,EDMONSON,Edmonson,4459
G2100630,1870,Kentucky,210,Elliott,ELLIOTT,Elliott,4433
G2100650,1870,Kentucky,210,Estill,ESTILL,Estill,9198
G2100670,1870,Kentucky,210,Fayette,FAYETTE,Fayette,26656
G2100690,1870,Kentucky,210,Fleming,FLEMING,Fleming,13398
G2100710,1870,Kentucky,210,Floyd,FLOYD,Floyd,7877
G2100730,1870,Kentucky,210,Franklin,FRANKLIN,Franklin,15300
G2100750,1870,Kentucky,210,Fulton,FULTON,Fulton,6161
G2100770,1870,Kentucky,210,Gallatin,GALLATIN,Gallatin,5074
G2100790,1870,Kentucky,210,Garrard,GARRARD,Garrard,10376
G2100810,1870,Kentucky,210,Grant,GRANT,Grant,9529
